MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
REAV|N|W. H. REAVES & CO., INC.|NASDAQ TRADING|212-422-1433|N|Y|N|N
RECA|M|Research Capital USA Inc.|TORONTO, CANADA|416-860-7600|N|Y|N|N
RECO|M|Recom Securities, Inc.|MINNEAPOLIS  MN|612-339-5566|N|N|N|N
REDG|P|RedSky Financial, LLC|||Y|Y|Y|N
REGL|P|REGULUS ADVISORS, LLC|||N|Y|N|N
REGR|N|REGISTER FINANCIAL ASSOCIATES, INC.|ATLANTA, GA|404-364-2180|N|Y|N|N
RELI|P|Reliance Securities, LLC|||N|N|N|N
RENC|O|Rencap Securities, Inc.|||N|Y|N|N
RENS|N|RENSSELAER SECURITIES CORP.|ALBANY, NY|518-274-3149|N|Y|N|N
REPG|N|First Republic Group, LLC|NEW YORK, NY|212-681-4100|N|N|N|N
REUV|P|REUVEN ENTERPRISES SECURITIES DIVISION, LLC|||N|N|N|N
REVR|P|REVERE SECURITIES CORP.|||N|Y|N|N
REYN|N|THOMAS P. REYNOLDS SECURITIES LTD.|||N|Y|N|N
RFGI|O|RUSHMORE SECURITIES CORPORATION||972-392-9297|N|N|N|N
RFLL|N|Castlewood Securities, L.L.C.|||N|N|N|N
RGLD|P|Regal Securities, Inc|||Y|Y|N|N
RGLS|P|REGAL SECURITIES, INC.|||Y|Y|N|N
RGRC|N|RGR Financial Corp.|||N|N|N|N
RGWD|N|Ridgewood Associates Inc. NJ|||N|Y|N|N
RHCI|P|Morgan Peabody, Inc.|||N|N|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|ATLANTA, GA|404-266-6271|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|ATLANTA, GA|800-241-0445|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|CONVERTIBLE BONDS|800-282-2668|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|CONVERTIBLE BONDS|404-926-5274|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|NEW YORK NY|212-291-3555|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|NEW YORK NY|800-221-3478|Y|Y|N|N
RHDS|N|RHODES SECURITIES, INC.|||N|Y|N|N
RHIC|M|R H Investment Corporation, Inc.|ENCINO, CA|818-386-6425|N|Y|N|N
RHIC|M|R H Investment Corporation, Inc.||800-890-1629|N|Y|N|N
RHIC|M|R H Investment Corporation, Inc.||818-386-6415|N|Y|N|N
RHIN|P|Rhino Trading Partners, LLC|||N|Y|N|N
RHIX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
RHOX|P|XR Securities LLC|||Y|N|Y|Y
RIED|N|Riedl First Securities Company of Kansas|||N|Y|N|N
RILY|M|B. Riley And Co. Inc.|LOS ANGELES, CA|310-966-1440|Y|Y|N|N
RILY|M|B. Riley And Co. Inc.|TRADING|888-295-0155|Y|Y|N|N
RINO|P|Rhino Trading Partners, LLC|||N|Y|N|N
RITT|P|Haverford Trust Securities, Inc.|RADNOR, PA|610-971-9300|N|Y|N|N
RJJZ|N|Riordan, Johnston & Javadizadeh, Inc.|NASDAQ TRADING|213-753-7300|N|Y|N|N
RJLB|P|RJL CAPITAL GROUP, LLC|||N|Y|N|N
RJLC|P|RJL CAPITAL GROUP, LLC|Main Line|718-303-6000|N|Y|N|N
RJLU|M|Raymond James LTD (USA), Inc|VANCOUVER, CANADA|604-654-1151|N|Y|N|N
RJTS|O|TD Ameritrade, Inc.|TRADING DEPT.|402-951-2619|N|Y|N|N
RLCC|P|GWM Group, Inc.|||N|Y|N|N
RLIN|P|Wells Fargo Prime Services, LLC|||Y|Y|N|N
RLRC|P|R. L. RENCK & CO., INC|||N|N|N|N
RLUK|N|Robinson & Lukens, Inc.|NASDAQ TRADING|703-848-9898|N|N|N|N
RMAC|P|RENAISSANCE MACRO SECURITIES, LLC|||Y|Y|N|N
RMCI|O|Rushmore Capital Inc.|MONTVALE  NJ|201-476-0900|N|N|N|N
RMIN|P|RMIN Securities, Inc.|||N|N|N|N
RMKR|P|Rainmaker Securities, LLC|||N|Y|N|N
RMPI|N|Richards, Merrill & Peterson, Inc.|NASDAQ TRADING|509-624-1345|N|Y|N|N
RMST|N|R.M. STARK & CO., INC.|DEL RAY BEACH, FL|561-243-3815|N|Y|N|N
RNAC|P|RNA CAPITAL, INC.|||N|N|N|N
RNET|P|RAPTORNET, LLC|||N|N|N|N
RNSI|P|RIVERNORTH SECURITIES, LLC|||N|N|N|N
RNTT|N|Renaissance Trading Technologies, LLC|||N|N|N|N
ROAR|P|DINOSAUR FINANCIAL GROUP, L.L.C|||Y|Y|N|N
ROBH|P|Robbins & Henderson, LLC|||N|N|N|N
ROBI|N|ROBINSON & ROBINSON, INC.|||N|Y|N|N
ROBO|N|Rodgers Brothers, Inc.|PITTSBURGH  PA|412-281-1940|N|Y|N|N
ROBT|M|Robotti & Company, LLC|NEW YORK, NY|212-986-0800|Y|Y|N|N
ROCM|O|RIM Securities LLC|NEW YORK, NY|212-588-3400|N|Y|N|N
RODM|M|Rodman & Renshaw, LLC|NEW YORK, NY|212-356-0512|N|N|N|N
RODM|M|Rodman & Renshaw, LLC||866-763-6266|N|N|N|N
ROMO|N|Romano Brothers and Company|NASDAQ TRADING|847-866-7700|N|Y|N|N
RONI|P|RONIN CAPITAL, LLC|||Y|N|N|N
ROSE|N|Walker Rose, Inc.|||N|N|N|N
ROSN|P|Rosenblatt Securities Inc.|||Y|Y|N|N
ROSS|O|Franklin Ross, Inc.|||N|N|N|N
ROTH|M|Roth Capital Partners, LLC|NEWPORT, CA|800-200-2788|Y|Y|N|N
ROTH|M|Roth Capital Partners, LLC|NASDAQ TRADING|800-200-2788|Y|Y|N|N
ROYL|N|ROYAL ALLIANCE ASSOCIATES, INC.|NEW YORK  NY|212-551-5225|N|Y|N|N
RPEX|P|Repex & Co., Inc.|||N|Y|N|N
RPTR|P|DINOSAUR FINANCIAL GROUP, L.L.C|||Y|Y|N|N
RREZ|N|Ramirez|||N|Y|N|N
RRIC|N|Retirement Resources Investment Corporation|||N|N|N|N
RRTC|P|Radnor Research & Trading Company, LLC|TRADING|215-496-5245|N|Y|N|N
RSAI|P|Ross, Sinclaire & Associates, LLC|NASDAQ TRADING|510-658-5845|N|Y|N|N
RSCO|P|Ramius Securities, L.L.C.|MARKET MAKING|212-845-7925/7926|N|N|N|N
RSCO|P|Ramius Securities, L.L.C.|EMERGENCY SITE TRDNG|732-748-0289|N|N|N|N
RSCO|P|Ramius Securities, L.L.C.|EMERGENCY COMPLIANCE|516-255-2058|N|N|N|N
RSEC|P|ROTHSCHILD LIEBERMAN LLC|GREENWICH, CT|212-349-0100|N|Y|N|N
RSEC|P|ROTHSCHILD LIEBERMAN LLC|GREENWICH, CT|203-863-7700|N|Y|N|N
RSEC|P|ROTHSCHILD LIEBERMAN LLC|GREENWICH, CT|800-835-8800|N|Y|N|N
RSKY|P|ITG DERIVATIVES LLC.|||Y|Y|Y|N
RSSE|P|Frank Implementation Services, Inc. Part of Russell Inv. Group|||N|Y|N|N
RTAL|P|DE ROUTE|||N|N|N|N
RTCP|P|RAIT Securities, LLC|||N|N|N|N
RTHS|N|Rothschild Investment Corporation|NASDAQ TRADING|312-781-1820|Y|Y|N|N
RTJC|N|R.T. Jones Capital Equities, Inc.|||N|N|N|N
RTLL|P|ROTHSCHILD LIEBERMAN LLC|||N|Y|N|N
RTRS|N|Reliant Trading|NASDAQ TRADING|414-241-1810|N|N|N|N
RUBI|P|Rubicon Global Investments, LLC|||N|N|N|N
RVSS|P|Robert Van Securities, Inc.|||N|N|N|N
RWCI|P|Ridgeway & Conger, Inc.|||N|Y|N|N
RWPC|P|R. W. Pressprich & Co., Inc.|NY 520 Madison|212-832-6257|Y|Y|N|N
RWPS|P|R.W. Pressprich & Co., Inc.|||Y|Y|N|N
RYAL|N|ROYAL SECURITIES COMPANY|NASDAQ TRADING|616-538-2550|N|Y|N|N
RYAN|M|Ryan, Beck & Co., LLC|FLORHAM PARK, NJ|800-325-7926|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|NASDAQ TRADING|973-549-4200|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|NASDAQ AGENCY|973-549-4214|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|RYANP|800-374-7926|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|RYANP|973-549-4323|N|N|N|N
RYCO|N|Ryan & Company, LP|||N|N|N|N
RYDE|P|RYDEX DISTRIBUTORS, INC.|||N|N|N|N
RYDS|M|RBC Dominion Securities Corporation|TRADING DESK|800-421-0232|Y|Y|Y|Y
RYDS|M|RBC Dominion Securities Corporation||212-858-7070|Y|Y|Y|Y
SAGC|P|SAGETRADER, LLC|Trading Desk|646-350-1674|N|Y|N|N
SAGE|N|SAGE, RUTTY & CO., INC.|ROCHESTER NY|585-232-7423|N|Y|N|N
SAGE|N|SAGE, RUTTY & CO., INC.|ROCHESTER NY|585-232-3760|N|Y|N|N
SAGW|P|SAGETRADER, LLC|||N|Y|N|N
SAIN|O|SECURITIES AMERICA, INC.|OMAHA, NE|402-399-9111|N|Y|N|N
SALI|M|Sterne, Agee & Leach, Inc.|NASDAQ/OTCBB TRADING|800-239-2408|Y|Y|N|N
SALI|M|Sterne, Agee & Leach, Inc.|BIRMINGHAM, AL|205-380-1760|Y|Y|N|N
SALI|M|Sterne, Agee & Leach, Inc.|Nasdaq|800-930-3536|Y|Y|N|N
SALI|M|Sterne, Agee & Leach, Inc.|OTCBB/Pinks|561-368-8373|Y|Y|N|N
SALI|M|Sterne, Agee & Leach, Inc.|Nasdaq/Agency|1-800-239-2408|Y|Y|N|N
SALW|P|SALOMON WHITNEY FINANCIAL|||N|Y|N|N
SAMI|N|SPECTRUM ASSET MANAGEMENT, INC.|NASDAQ TRADING|203-322-0189|N|Y|N|N
SAMU|P|Samurai Trading LLC|||N|Y|N|N
SANA|P|Finbar Securities Corp.|||N|N|N|N
SANJ|O|San Jacinto Securities, Inc.|DALLAS TX|214-750-7693|N|Y|N|N
SANJ|O|San Jacinto Securities, Inc.||800-750-7693|N|Y|N|N
SANT|M|Santander Investment Securities Inc.|NEW YORK  NY|212-350-3659|Y|Y|Y|N
SANT|M|Santander Investment Securities Inc.|NASDAQ TRADING|212-756-9160|Y|Y|Y|N
SAPA|N|SAPERSTON ASSET MANAGEMENT, INC.|||N|Y|N|N
SASG|P|STOCK USA EXECUTION SERVICES, INC|||Y|Y|Y|N
SASI|M|The Seidler Companies Incorporated|IRVINE,CA|800-260-4724|N|N|N|N
SASI|M|The Seidler Companies Incorporated|NASDAQ/OTCBB TRADING|800-421-0164|N|N|N|N
SATI|M|SERVICE ASSET MANAGEMENT COMPANY|NY, NY TRADING|646-366-7900|N|N|N|N
SAVY|N|SAVOY CAPITAL MANAGEMENT, INC.|||N|N|N|N
SAXO|P|Saxony Securities, Inc.|||N|Y|N|N
SBAM|P|INVESTMENT PROFESSIONALS, INC.|||N|Y|N|N
SBER|P|Sanford C. Bernstein & Co., LLC|NEW YORK, NY|212-350-8400|Y|Y|Y|Y
SBKB|P|SBK-Brooks Investment Corp.|CLEVELAND, OH|216-861-6950|N|N|N|N
SBLP|P|SIG BROKERAGE, LP|||N|Y|N|N
SBLT|O|SUNBELT SECURITIES, INC.|HOUSTON, TX|713-965-9510|N|Y|N|N
SBRL|N|John A. Siberell & Co.|SOUTHBEND, IN|219-232-4855|N|N|N|N
SBRO|P|Stern Brothers & Co.|||N|Y|N|N
SBRT|O|Muriel Siebert & Co., Inc.|TRADING|212-644-2405|Y|Y|N|N
SBRT|O|Muriel Siebert & Co., Inc.|NEW YORK  NY|212-644-2400|Y|Y|N|N
SBSC|P|SIEBERT, BRANDFORD, SHANK & CO., L.L.C.|||N|Y|N|N
SBSH|M|Citigroup Global Markets Inc.|OPERATION NASDAQ/CQS|212-723-7259|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|NASDAQ TRADING|800-223-7743|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|DISTRESSED EQUITY|212-723-7744|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|DISTRESSED EQUITY|800-326-7155|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY|212-816-3607|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY|212-816-3632|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|NEW YORK|212-723-7169|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|ARBITRAGE|212-698-5000|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|WATTS|800-553-5674|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|FOREIGN|212-723-7185|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|DERIVATIVES|212-723-5407|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY TRADING|800-922-0143|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY TRADING|212-816-3605|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|19C3 TRADING|212-723-7235|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|CONVERTIBLE TRADING|212-723-7252|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|PREFERRED|212-723-7455|Y|Y|Y|Y
SCAI|P|Scottsdale Capital Advisors Corp.|||N|Y|N|N
SCAL|M|Jackson, Kohle & Co.|||N|N|N|N
SCAP|P|Saratoga Capital Markets|||N|N|N|N
SCAR|P|Scarsdale Equities LLC|||Y|Y|N|N
SCBO|P|Sanford C. Bernstein & Co., LLC|||Y|Y|Y|Y
SCBS|P|STANDARD CHARTERED SECURITIES (NORTH AMERICA) INC.|||N|Y|N|N
SCHB|M|UBS Capital Markets|||N|N|N|N
SCHM|P|A. R. Schmeidler & Co., Inc.|||N|Y|N|N
SCIL|P|Strategic Capital Investments, LLC|||N|Y|N|N
SCLD|N|Schild Asset Management Inc.|||N|N|N|N
SCMC|O|Scotia Capital Markets (USA) Inc.|NEW YORK COMPLIANCE|212-225-6775|Y|Y|N|N
SCMC|O|Scotia Capital Markets (USA) Inc.|NASDAQ TRADING DESK|416-863-7620|Y|Y|N|N
SCMF|N|Scotia Capital Inc.|CANADA|(416)863-7411|N|N|N|N
SCRK|P|Salt Creek Securities LLC|||N|N|N|N
SCRM|P|Screaming Eagle Trading, Inc.|||N|N|N|N
SCSC|P|SARATOGA CAPITAL MARKETS|||N|N|N|N
SCSS|P|STONECASTLE SECURITIES, LLC|||N|Y|N|N
SCST|N|Seacoast Investor Services, Inc.|||N|N|N|N
SCTD|P|SCOTTRADE, INC.|||Y|Y|N|N
SCTR|P|SCOUT TRADING LLC|||N|N|N|N
SDIC|N|SAUER, DAZEY INVESTMENT COMPANY|||N|Y|N|N
SDLR|M|Sandler, O'Neill & Partners, L.P.|NEW YORK  NY|212-466-8020|Y|Y|N|N
SEAB|M|Seaboard Securities, Inc.|NASDAQ/OTCBB|973-514-1699|N|N|N|N
SEAB|M|Seaboard Securities, Inc.|FLORHAM PK, NJ|973-514-1500|N|N|N|N
SEAB|M|Seaboard Securities, Inc.|AGENCY DESK|973-514-1678|N|N|N|N
SEAB|M|Seaboard Securities, Inc.|JUNO BEACH FL.|561-630-6170|N|N|N|N
SEAL|M|Seaboard Securities, Inc.|||N|N|N|N
SEAP|O|Seaport Securities Corp.|NEW YORK, NY|212-482-8689|Y|Y|N|N
SEBR|P|SENTINEL BROKERS COMPANY, INC.|||N|Y|N|N
SECT|O|Securities Trading, Inc.|CINCINNATI, OH|513-579-1000|N|N|N|N
SECX|Q|SEC|||N|N|N|N
SEDL|P|SEIDEL & SHAW LLC|||N|Y|N|N
SEDS|P|SPENCER EDWARDS, INC.|||Y|Y|N|N
SEEL|N|R. SEELAUS & CO.,INC.|NASDAQ TRADING|908-273-3011|N|Y|N|N
SEFB|P|SOUTHEAST INVESTMENTS, N.C., INC.|||N|Y|N|N
SEGB|M|GLOBAL-AMERICAN INVESTMENTS, INC.|Main Line|909-396-8899|N|N|N|N
SEIC|P|SEI Investments Distribution Co.|||N|Y|N|N
SEID|P|Seidel & Shaw LLC|||N|Y|N|N
SEII|P|Spencer Edwards, Inc.|||Y|Y|N|N
SEIP|P|John N. Seip & Co., Inc.|||N|N|N|N
SEMT|P|Seminole Trading|||N|Y|N|N
SEND|P|Sendero Securities, Llc|||N|Y|N|N
SEQU|P|Sequoia Investments, Inc.|||N|Y|N|N
SERL|N|SEARLE & CO.|||N|Y|N|N
SESL|N|SESLIA SECURITIES|||N|Y|N|N
SETX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
SEVP|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SFCN|P|STIFEL NICOLAUS CANADA INC.|||N|N|N|N
SFGB|P|Susquehanna Financial Group, LLP|Bond Desk|610-617-2802|Y|Y|Y|N
SFGB|P|Susquehanna Financial Group, LLP|Bond Desk|800-825-9550|Y|Y|Y|N
SFPS|N|SF Investments, Inc.|||N|Y|N|N
SFSE|O|San Francisco Securities, Inc.|TRADING DESK|323-930-9190|N|N|N|N
SFSI|P|Superior Financial Services,Inc.|||N|Y|N|N
SFSS|M|S F SENTRY SECURITIES, INC.|SAN FRANCISCO, CA|415-399-4430|N|Y|N|N
SGAM|N|Seasongood & Mayer|NASDAQ TRADING|513-621-2000|N|N|N|N
SGAS|P|SG Americas Securities, LLC|NEW YORK, NY|212-278-5018|Y|Y|Y|Y
SGCL|P|S. Goldman Capital Llc|||Y|Y|N|N
SGCM|P|S. GOLDMAN CAPITAL LLC|||Y|Y|N|N
SGFC|P|SIGMA FINANCIAL CORPORATION|||Y|Y|N|N
SGLC|P|S.G. Long & Company|||N|Y|N|N
SGMA|P|Goldman Sachs Execution & Clearing, L.P. (SGMA)|||Y|Y|Y|Y
SGMS|M|S.G. Martin Securities LLC|TRADING|516-681-1085|N|N|N|N
SGMS|M|S.G. Martin Securities LLC|JERICHO, NY|516-681-0909|N|N|N|N
SGNL|N|Signal Securities Inc.|||N|Y|N|N
SGSI|P|Sandgrain Securities, Inc.|||N|N|N|N
SHAW|O|D.E. Shaw Securities, L.L.C.|INSTITUTIONAL|800-792-7429|Y|Y|N|N
SHAW|O|D.E. Shaw Securities, L.L.C.|THIRD MARKET TRADING|800-326-0000|Y|Y|N|N
SHCG|M|Signal Hill Capital Group, LLC|||N|Y|N|N
SHDH|M|SHD HOLDINGS LLC|||N|N|N|N
SHEM|M|The Shemano Group, Inc.|SAN FRANCISCO|415-274-3234|N|N|N|N
SHEM|M|The Shemano Group, Inc.|LOS ANGELES|310-954-8399|N|N|N|N
SHEM|M|The Shemano Group, Inc.|EMERGENCY ONLY #|800-227-2226|N|N|N|N
SHFS|N|SMITH HAYES FINANCIAL SERVICES CORPORATION|NASDAQ TRADING|402-476-3000|N|Y|N|N
SHMR|M|ABN Amro Clearing LLC|CHICAGO  IL|312-347-4716|Y|Y|Y|Y
SHMR|M|ABN Amro Clearing LLC|NASDAQ TRADING|800-971-2122|Y|Y|Y|Y
SHON|M|Schonfeld Securities, LLC|JERICHO, NY|516-942-2400|N|N|N|N
SHOT|O|Schottenfeld Group LLC|NEW YORK, NY|212-300-2200|N|Y|N|N
SHRP|N|Sharpe Capital, Inc.|||N|N|N|N
SHRR|M|Carl P. Sherr & Co., LLC|WORCESTER MA|508-791-7126|N|Y|N|N
SHRR|M|Carl P. Sherr & Co., LLC|TRADING|508-755-6633|N|Y|N|N
SHSE|P|Shinko Securities (U.S.A.) Inc.|||N|N|N|N
SHTB|P|Shoreline Trading Group LLC|||N|N|N|N
SHTG|P|Shoreline Trading Group LLC|LOS ANGELES, CA|213-614-1950|N|N|N|N
SHTP|P|Shoreline Trading Group LLC|||N|N|N|N
SHUK|P|Pipeline Liquidity  Pro LLC|||N|N|N|N
SHUS|P|Shinko Securities (U.S.A.) Inc.|||N|N|N|N
SHWG|P|Schonfeld Securities, LLC|JERICO, NY|516-822-1372|N|N|N|N
SIBO|O|Prime Executions, Inc.|NASDAQ TRADING|212-785-0200|Y|Y|N|N
SIDC|P|Sidoti & Company, LLC|NEW YORK, NY|212-453-7058|Y|Y|N|N
SIDL|P|Morton Seidel & Company, Inc.|||N|Y|N|N
SIGI|P|DELTA TRUST INVESTMENTS, INC.|||N|Y|N|N
SIGL|N|Susquehanna Investment Group|||N|N|N|N
SIII|P|HANOVER SECURITIES|||N|Y|N|N
SILK|O|Goldman Sachs Execution & Clearing, L.P.|NASDAQ/OTCBB AGENCY|312-362-2440|Y|Y|Y|Y
SILK|O|Goldman Sachs Execution & Clearing, L.P.|OTC TRADE SUPPORT|312-362-2440|Y|Y|Y|Y
SINV|N|Stellar Investments, Inc.|||N|N|N|N
SIZE|P|The NASDAQ Market Center|NASDAQ|800-777-5606|N|N|N|N
SJLS|P|TRADE INFORMATICS LLC|||Y|Y|N|N
SKTR|P|Stock Traders|||N|Y|N|N
SKYC|M|Sky Capital LLC|INTERNATIONAL|212-709-1909|N|N|N|N
SKYC|M|Sky Capital LLC|OTCBB|212-709-1909|N|N|N|N
SKYE|P|Skyebanc, Inc.|||N|N|N|N
SLAM|P|Lambright Financial Solutions, LLC|||N|N|N|N
SLBT|P|Goldman Sachs Execution and Clearing|||Y|Y|Y|Y
SLCN|P|Goldman Sachs Execution and Clearing, L.P. / CNC|||Y|Y|Y|Y
SLHC|P|SL Hare Capital, Inc.|||N|N|N|N
SLKI|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
SLKS|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
SLOW|O|Kern, Suslow Securities, Inc.|NEW YORK  NY|212-943-8888|N|N|N|N
SLOW|O|Kern, Suslow Securities, Inc.|NASDAQ TRADING|212-747-0443|N|N|N|N
SLRD|P|S.L. Reed & Company|||N|Y|N|N
SLTX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
SLWY|P|ACS EXECUTION SERVICES, LLC|Red Bank, NJ|(872) 205-0187|Y|Y|N|N
SMAX|P|Keenan Securities|||N|N|N|N
SMCO|P|SMITH, MOORE & CO.|||Y|Y|N|N
SMEX|P|Smart Execution Securities, LLC|||N|Y|N|N
SMFN|N|Samco Financial Services, Inc.|PHOENIX, AZ|602-230-9372|N|N|N|N
SMFN|N|Samco Financial Services, Inc.|NASDAQ TRADING|800-775-9372|N|N|N|N
SMFT|P|SMF Trading, Inc.|||N|Y|N|N
SMFW|P|SMF TRADING, INC.|||N|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|HOUSTON, TX|713-250-4242|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|NASDAQ/OTCBB TRADING|800-346-9925|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|GARDEN CITY, NY|516-739-2116|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|ALTERNATE LINE|516-739-2117|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|NYC|212-995-8179|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|LOS ANGELES|1800-421-0658|Y|Y|N|N
SMNS|P|Parkland Securities, LLC|||Y|Y|N|N
SMPR|P|Summit Brokerage Services, Inc.|||N|Y|N|N
SMRI|M|SECURITIES MANAGEMENT & RESEARCH, INC.|||N|Y|N|N
SMZA|P|Semaza Securities, Llc|||N|N|N|N
SNCC|P|SNC CAPITAL MANAGEMENT CORP.|||N|Y|N|N
SNSC|P|PIPER JAFFRAY & CO.|||Y|Y|N|N
SOAR|O|Sterling Financial Investment Group, Inc.|BOCA RATON/AGENCY|561-886-2390|N|N|N|N
SOAR|O|Sterling Financial Investment Group, Inc.|PRINCIPAL|561-886-2390|N|N|N|N
SOCO|M|Capital One Southcoast, Inc|NEW ORLEANS, LA|1-800-333-2005|Y|Y|N|N
SOCO|M|Capital One Southcoast, Inc|NEW ORLEANS, LA|504-593-6144|Y|Y|N|N
SOFI|P|SOFI SECURITIES LLC|||N|Y|N|N
SOGO|P|Wang Investment Associates, Inc.|||Y|Y|N|N
SOHO|M|Two Sigma Securities, LLC|new york, ny|646-292-6643|Y|Y|Y|Y
SOLA|O|Solaris Securities, Inc.|||N|N|N|N
SOLE|M|Soleil Securities Corporation|NEW YORK, NY|212-380-4890|N|N|N|N
SOLE|M|Soleil Securities Corporation|NEW YORK, NY|212-632-5377|N|N|N|N
SOLM|P|SOLIUM FINANCIAL SERVICES LLC|||N|Y|N|N
SOLO|P|ACS EXECUTION SERVICES, LLC|Red Bank, NJ|(872) 205-0187|Y|Y|N|N
SORE|P|Source Capital Group, Inc.|WESTPORT, CT|203-682-0790|N|Y|N|N
SORE|P|Source Capital Group, Inc.|NASDAQ TRADING|800-405-1000|N|Y|N|N
SORS|P|Sorsby Financial Corp.|CHICAGO, IL|312-751-0469|N|Y|N|N
SPCL|N|Specialist Clearance|||N|N|N|N
SPCS|O|Legend Securities, Inc.|TRADING|718-605-0586|Y|Y|N|N
SPDL|P|SPEEDROUTE LLC|||Y|Y|N|N
SPDR|P|SPEEDROUTE LLC|trade desk|347 809-3590|Y|Y|N|N
SPDV|P|Xtent Financial Group, Inc.|AKRON, OH|216-253-2020|N|N|N|N
SPEN|M|Spencer Clarke LLC|NASDAQ TRADING|212-446-6106|N|Y|N|N
SPGL|N|Spyglass Trading, L.P.|DALLAZ, TX|214-890-8895|N|N|N|N
SPGS|P|Sea Port Group Securities, LLC|TRADING DESK|212-616-7726|Y|Y|N|N
SPHN|M|Stephens Inc.|LITTLE ROCK AR|501-377-2076|Y|Y|N|N
SPHN|M|Stephens Inc.|LITTLE ROCK AR|800-643-9690|Y|Y|N|N
SPIF|P|Titan Trading Services, LLC|||N|N|N|N
SPIN|M|Spencer Edwards, Inc.|TRADING|303-741-2612|Y|Y|N|N
SPIN|M|Spencer Edwards, Inc.|ALTERNATE TRADING #|303-740-8448|Y|Y|N|N
SPKE|O|Titan Trading Services, LLC||312-928-8000|N|N|N|N
SPLC|P|SPIRE SECURITIES, LLC|||N|Y|N|N
SPLD|P|SPIRE SECURITIES, LLC|||N|Y|N|N
SPLN|O|Celadon Financial Group LLC|TRADING DESK|561-558-1024|Y|Y|N|N
SPLX|P|SIMPLEX TRADING, LLC|||N|N|N|Y
SPNT|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SPOT|P|SPOT TRADING L.L.C.|||Y|N|Y|N
SPTC|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SPTD|P|Stock USA Investments||877-773-3357|Y|Y|Y|N
SPTS|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SPTW|P|Strasbourger Pearson Tulcin Wolff Incorporated|||N|N|N|N
SPWI|N|SPENCER-WINSTON SECURITIES CORPORATION|NEW YORK|212-840-2444|N|Y|N|N
SPYG|P|SPYGLASS SECURITIES, LLC|||N|N|N|N
SQTF|P|SQT TRADING, LLC|||N|N|N|N
SRAM|M|Samco Capital Markets, Inc.|TRADING DESK|214-765-1463|N|Y|N|N
SREX|P|SPIDERROCK EXS, LLC|||N|Y|N|N
SRPR|N|SRM Securities, Incorporated|NASDAQ TRADING|310-551-1624|N|N|N|N
SSBS|O|State Street Global Markets, LLC|BOSTON, MA|617-664-1800|Y|Y|Y|N
SSBT|P|STATE STREET GLOBAL MARKETS, LLC|||Y|Y|Y|N
SSCC|N|Fiduciary Financial Services Corp.|NEW YORK, NY|212-313-2500|N|Y|N|N
SSCO|N|Safra Securities Corporation|NEW YORK, NY|212-704-5500|N|Y|N|N
